symbol,name,time,epsEstimate,reportedEps,suprise,date
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-03-26
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-03-26
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-03-26
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-03-26
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-03-26
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-03-26
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-03-26
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-03-26
WB,Weibo Corp,TAS,0.59,-,-,2019-03-26
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-03-26
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-03-26
TWER,Towerstream Corp,After Market Close,-,-,-,2019-03-26
SINA,SINA Corp,TAS,0.47,-,-,2019-03-26
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-03-26
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-03-26
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-03-26
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-03-26
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-03-26
FN,Fabrinet,After Market Close,0.94,-,-,2019-03-26
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-03-26
XYF,X Financial,Before Market Open,0.22,-,-,2019-03-26
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-03-26
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-03-26
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-03-26
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-03-26
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-03-26
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-03-26
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-03-26
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-03-26
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-03-26
IGOI,iGO Inc,After Market Close,-,-,-,2019-03-26
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-03-26
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-03-26
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-03-26
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-03-26
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-03-26
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-03-26
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-03-27
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-03-27
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-03-27
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-03-27
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-03-27
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-03-27
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-03-27
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-03-27
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-03-27
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-03-27
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-03-27
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-03-27
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-03-27
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-03-27
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-03-27
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-03-27
WB,Weibo Corp,TAS,0.59,-,-,2019-03-27
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-03-27
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-03-27
TWER,Towerstream Corp,After Market Close,-,-,-,2019-03-27
SINA,SINA Corp,TAS,0.47,-,-,2019-03-27
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-03-27
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-03-27
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-03-27
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-03-27
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-03-27
FN,Fabrinet,After Market Close,0.94,-,-,2019-03-27
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-03-27
XYF,X Financial,Before Market Open,0.22,-,-,2019-03-27
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-03-27
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-03-27
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-03-27
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-03-27
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-03-27
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-03-27
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-03-27
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-03-27
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-03-27
IGOI,iGO Inc,After Market Close,-,-,-,2019-03-27
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-03-27
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-03-27
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-03-27
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-03-27
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-03-27
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-03-27
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-04-01
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-04-01
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-04-01
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-04-01
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-04-01
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-04-01
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-04-01
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-04-01
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-04-01
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-04-01
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-04-01
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-04-01
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-04-01
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-04-01
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-04-01
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-04-01
WB,Weibo Corp,TAS,0.59,-,-,2019-04-01
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-04-01
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-04-01
TWER,Towerstream Corp,After Market Close,-,-,-,2019-04-01
SINA,SINA Corp,TAS,0.47,-,-,2019-04-01
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-04-01
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-04-01
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-04-01
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-04-01
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-04-01
FN,Fabrinet,After Market Close,0.94,-,-,2019-04-01
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-04-01
XYF,X Financial,Before Market Open,0.22,-,-,2019-04-01
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-04-01
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-04-01
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-04-01
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-04-01
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-04-01
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-04-01
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-04-01
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-04-01
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-04-01
IGOI,iGO Inc,After Market Close,-,-,-,2019-04-01
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-04-01
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-04-01
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-04-01
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-04-01
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-04-01
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-04-01
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-04-02
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-04-02
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-04-02
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-04-02
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-04-02
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-04-02
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-04-02
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-04-02
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-04-02
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-04-02
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-04-02
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-04-02
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-04-02
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-04-02
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-04-02
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-04-02
WB,Weibo Corp,TAS,0.59,-,-,2019-04-02
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-04-02
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-04-02
TWER,Towerstream Corp,After Market Close,-,-,-,2019-04-02
SINA,SINA Corp,TAS,0.47,-,-,2019-04-02
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-04-02
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-04-02
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-04-02
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-04-02
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-04-02
FN,Fabrinet,After Market Close,0.94,-,-,2019-04-02
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-04-02
XYF,X Financial,Before Market Open,0.22,-,-,2019-04-02
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-04-02
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-04-02
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-04-02
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-04-02
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-04-02
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-04-02
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-04-02
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-04-02
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-04-02
IGOI,iGO Inc,After Market Close,-,-,-,2019-04-02
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-04-02
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-04-02
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-04-02
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-04-02
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-04-02
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-04-02
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-04-03
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-04-03
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-04-03
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-04-03
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-04-03
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-04-03
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-04-03
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-04-03
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-04-03
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-04-03
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-04-03
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-04-03
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-04-03
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-04-03
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-04-03
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-04-03
WB,Weibo Corp,TAS,0.59,-,-,2019-04-03
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-04-03
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-04-03
TWER,Towerstream Corp,After Market Close,-,-,-,2019-04-03
SINA,SINA Corp,TAS,0.47,-,-,2019-04-03
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-04-03
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-04-03
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-04-03
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-04-03
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-04-03
FN,Fabrinet,After Market Close,0.94,-,-,2019-04-03
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-04-03
XYF,X Financial,Before Market Open,0.22,-,-,2019-04-03
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-04-03
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-04-03
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-04-03
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-04-03
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-04-03
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-04-03
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-04-03
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-04-03
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-04-03
IGOI,iGO Inc,After Market Close,-,-,-,2019-04-03
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-04-03
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-04-03
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-04-03
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-04-03
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-04-03
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-04-03
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-04-04
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-04-04
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-04-04
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-04-04
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-04-04
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-04-04
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-04-04
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-04-04
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-04-04
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-04-04
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-04-04
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-04-04
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-04-04
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-04-04
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-04-04
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-04-04
WB,Weibo Corp,TAS,0.59,-,-,2019-04-04
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-04-04
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-04-04
TWER,Towerstream Corp,After Market Close,-,-,-,2019-04-04
SINA,SINA Corp,TAS,0.47,-,-,2019-04-04
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-04-04
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-04-04
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-04-04
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-04-04
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-04-04
FN,Fabrinet,After Market Close,0.94,-,-,2019-04-04
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-04-04
XYF,X Financial,Before Market Open,0.22,-,-,2019-04-04
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-04-04
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-04-04
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-04-04
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-04-04
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-04-04
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-04-04
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-04-04
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-04-04
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-04-04
IGOI,iGO Inc,After Market Close,-,-,-,2019-04-04
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-04-04
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-04-04
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-04-04
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-04-04
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-04-04
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-04-04
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-04-05
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-04-05
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-04-05
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-04-05
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-04-05
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-04-05
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-04-05
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-04-05
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-04-05
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-04-05
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-04-05
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-04-05
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-04-05
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-04-05
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-04-05
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-04-05
WB,Weibo Corp,TAS,0.59,-,-,2019-04-05
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-04-05
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-04-05
TWER,Towerstream Corp,After Market Close,-,-,-,2019-04-05
SINA,SINA Corp,TAS,0.47,-,-,2019-04-05
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-04-05
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-04-05
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-04-05
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-04-05
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-04-05
FN,Fabrinet,After Market Close,0.94,-,-,2019-04-05
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-04-05
XYF,X Financial,Before Market Open,0.22,-,-,2019-04-05
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-04-05
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-04-05
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-04-05
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-04-05
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-04-05
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-04-05
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-04-05
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-04-05
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-04-05
IGOI,iGO Inc,After Market Close,-,-,-,2019-04-05
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-04-05
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-04-05
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-04-05
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-04-05
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-04-05
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-04-05
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-04-06
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-04-06
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-04-06
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-04-06
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-04-06
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-04-06
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-04-06
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-04-06
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-04-06
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-04-06
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-04-06
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-04-06
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-04-06
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-04-06
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-04-06
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-04-06
WB,Weibo Corp,TAS,0.59,-,-,2019-04-06
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-04-06
HMI,Huami Corp,Before Market Open,0.24,-,-,2019-04-06
TWER,Towerstream Corp,After Market Close,-,-,-,2019-04-06
SINA,SINA Corp,TAS,0.47,-,-,2019-04-06
CBAT,CBAK Energy Technology Inc,Time Not Supplied,-,-,-,2019-04-06
MDP,Meredith Corp,Before Market Open,1.18,-,-,2019-04-06
PDEX,Pro-Dex Inc,Time Not Supplied,0.12,-,-,2019-04-06
EVOL,Evolving Systems Inc,After Market Close,-,-,-,2019-04-06
IFNY,Infinity Energy Resources Inc,Time Not Supplied,-,-,-,2019-04-06
FN,Fabrinet,After Market Close,0.94,-,-,2019-04-06
FCRE,FC Global Realty Inc,Time Not Supplied,-,-,-,2019-04-06
XYF,X Financial,Before Market Open,0.22,-,-,2019-04-06
ORGN,Origen Financial Inc,After Market Close,-,-,-,2019-04-06
GTHP,Guided Therapeutics Inc,Time Not Supplied,-,-,-,2019-04-06
PHIL,PHI Group Inc,Time Not Supplied,-,-,-,2019-04-06
LEJU,Leju Holdings Ltd,Before Market Open,-,-,-,2019-04-06
INND,Innerscope Hearing Technologies Inc,Time Not Supplied,-,-,-,2019-04-06
TRNX,Taronis Technologies Inc,TAS,-0.08,-,-,2019-04-06
IQ,IQIYI Inc,After Market Close,-0.44,-,-,2019-04-06
USATP,USA Technologies Inc,Before Market Open,-,-,-,2019-04-06
INSYQ,INSYS Therapeutics Inc,After Market Close,-0.15,-,-,2019-04-06
IGOI,iGO Inc,After Market Close,-,-,-,2019-04-06
POAI,Predictive Oncology Inc,TAS,-,-,-,2019-04-06
AURX,Nuo Therapeutics Inc,After Market Close,-,-,-,2019-04-06
VYEY,Victory Oilfield Tech Inc,Time Not Supplied,-,-,-,2019-04-06
LQMT,Liquidmetal Technologies Inc,After Market Close,-,-,-,2019-04-06
MRUS,Merus NV,After Market Close,-0.53,-,-,2019-04-06
QIWI,Qiwi PLC,Before Market Open,0.3,-,-,2019-04-06
VNET,21Vianet Group Inc,After Market Close,-0.02,-,-,2019-04-07
MCOA,Marijuana Company Of America Inc,Time Not Supplied,-,-,-,2019-04-07
IDSA,Industrial Services of America Inc,After Market Close,-,-,-,2019-04-07
AMRS,Amyris Inc,After Market Close,-0.42,-,-,2019-04-07
ACLZ,Accelerize Inc,Time Not Supplied,-,-,-,2019-04-07
PVT,Pivotal Acquisition Corp,Time Not Supplied,-,-,-,2019-04-07
BIDU,Baidu Inc,After Market Close,0.87,-,-,2019-04-07
TVTV,Wherevertv Broadcasting Corporation Inc,Time Not Supplied,-,-,-,2019-04-07
BISA,Baltic International USA Inc,Time Not Supplied,-,-,-,2019-04-07
SB,Safe Bulkers Inc,Before Market Open,0.02,-,-,2019-04-07
CLDPQ,Cloud Peak Energy Inc,After Market Close,-0.12,-,-,2019-04-07
SNZYQ,Sanchez Energy Corp,Before Market Open,-,-,-,2019-04-07
DGSE,DGSE Companies Inc,After Market Close,-,-,-,2019-04-07
CLWY,Calloway's Nursery Inc,Time Not Supplied,-,-,-,2019-04-07
EL,Estee Lauder Companies Inc,TAS,0.52,-,-,2019-04-07
SNEC,Sanchez Energy Corp,Before Market Open,-0.1,-,-,2019-04-07
WB,Weibo Corp,TAS,0.59,-,-,2019-04-07
RGS,Regis Corp,Before Market Open,0.17,-,-,2019-04-07
